scientific_name,slope_mean,slope_q2.5,slope_q97.5,prob_gt0,annual_multiplier_mean,percent_change_mean
Nebrius.ferrugineus,0.1570769308817351,0.1033850937766017,0.21186501922729783,1,1.1705369742818685,17.053697428186855
Neotrygon.kuhlii,0.056842106409162055,-0.004211351822152828,0.11290061796930052,0.9667222222222223,1.0589555382571658,5.895553825716582
Triaenodon.obesus,0.03731779272685212,-0.027670220337933753,0.09908995874177531,0.8817777777777778,1.038550648450054,3.855064845005396
Carcharhinus.melanopterus,0.02906567980760442,-0.03541242222218526,0.08792487480910484,0.8273333333333334,1.0299963092199027,2.9996309219902706
Pateobatis.jenkinsii,0.028479155102537356,-0.046950895053322034,0.09892357265130426,0.7888888888888889,1.0295824445178723,2.9582444517872286
Taeniurops.meyeni,0.013645795455791001,-0.03137937233234113,0.0574327200390053,0.7281666666666666,1.0139986398449607,1.3998639844960747
Carcharhinidae.spp,0.02326551246317628,-0.06388863987423032,0.1061111352430888,0.7138888888888889,1.0245003602625908,2.4500360262590837
Batidae.spp,0.025720804679667936,-0.071660628461189,0.12093145482836472,0.7137777777777777,1.0272408834976061,2.7240883497606116
Carcharhinus.amblyrhynchos,0.021225011868412233,-0.054757748724656274,0.10092559844869908,0.7106111111111111,1.022225707733864,2.2225707733863898
Rhinobatidae.spp,0.008745911003483478,-0.07829752754879032,0.09259989393404697,0.5911111111111111,1.0097002350523154,0.9700235052315431
Atelomycterus.marmoratus,0.007524822198358179,-0.08410507828501902,0.09698674965992529,0.5704444444444444,1.0086014501085272,0.8601450108527198
Selachii.spp,4.196383838551287e-4,-0.12294929334022227,0.1209787793021122,0.5096111111111111,1.002313842897563,0.23138428975630898
Carcharhinus.albimarginatus,-9.760541624685355e-4,-0.08715357655922103,0.08139969116356345,0.4973888888888889,0.9999055827609573,-0.009441723904268784
Carcharhinus.leucas,-0.00526117620997834,-0.09290741603208394,0.08453134094492605,0.445,0.9957314627681232,-0.4268537231876812
Carcharhinus.limbatus,-0.008992737063818453,-0.12408515274471175,0.1013097044239729,0.44005555555555553,0.992654133026716,-0.7345866973283988
Rhynchobatus.spp,-0.015488988352818771,-0.14599295276202634,0.10629410277256582,0.4071666666666667,0.9866335106317794,-1.3366489368220602
Pastinachus.ater,-0.0164960960597842,-0.14763418011226323,0.10481029193633902,0.39966666666666667,0.9856030740025882,-1.4396925997411825
Mobula.alfredii,-0.015482243789153461,-0.11812390067130689,0.08152079989659841,0.38266666666666665,0.9859088028644163,-1.409119713558371
Stegostoma.tigrinum,-0.01746712434637134,-0.09417300150145867,0.06494792961806432,0.3269444444444444,0.9834917678487916,-1.6508232151208446
Rhina.ancylostomus,-0.0288157929464774,-0.15008652505704165,0.08265718833896123,0.3125,0.9732809688181026,-2.6719031181897446
Urogymnus.asperrimus,-0.0258344200443262,-0.12915134129408146,0.07445280630365621,0.30616666666666664,0.9758022495645647,-2.419775043543526
Galeocerdo.cuvier,-0.02808745750414142,-0.13528085325886605,0.08538248858475396,0.29633333333333334,0.9738184642594316,-2.6181535740568362
Rhynchobatus.australiae,-0.034506222483827606,-0.14692972579890987,0.07223900030234315,0.2599444444444444,0.9675508748193979,-3.2449125180602056
Mobula.spp,-0.04052572734424351,-0.14445756089963813,0.059636680505162444,0.21077777777777779,0.9615493785772621,-3.845062142273792
Aetobatus.ocellatus,-0.027432013872470917,-0.0884681255183465,0.03700352902035334,0.1938888888888889,0.9734383833032473,-2.656161669675272
Rhinocodon.typus,-0.04812401306884885,-0.13782595029962524,0.044928911004684456,0.14616666666666667,0.9540386143876943,-4.596138561230568
Chiloscyllium.punctatum,-0.05550629477096024,-0.15775158760427782,0.0331720259145178,0.11961111111111111,0.9471113949206614,-5.288860507933856
Urogymnus.granulatus,-0.06326215794484136,-0.1755515761154835,0.04186400672527333,0.11766666666666667,0.9401156768077105,-5.988432319228954
Mobula.birostris,-0.04170581353150271,-0.09497140331178823,0.010370879560812543,0.062,0.9594986589121197,-4.050134108788028
