trip_id,species,genus,species_epithet,scientific_name,group,country,region,dive_site,site_type,sighting_date_raw,n_indiv,sighting_date,year,month,ym,eco_group,note
https://www.thesmilingseahorse.com/blog/amazing-thailand-a-trip-to-remember,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Thailand,Surin,Surin Islands,region,2018-12-18,1,2018-12-18,2018,12,2018-12-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/amazing-thailand-a-trip-to-remember,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Thailand,Similan,Koh Bon,site,2018-12-17,1,2018-12-17,2018,12,2018-12-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/amazing-thailand-a-trip-to-remember,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Thailand,Similan,North Ridge,site,2018-12-16,1,2018-12-16,2018,12,2018-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/amazing-thailand-a-trip-to-remember,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Surin,Surin Islands,region,2018-12-18,3,2018-12-18,2018,12,2018-12-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/amazing-thailand-a-trip-to-remember,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark,Thailand,Surin,Surin Islands,region,2018-12-17,5,2018-12-17,2018,12,2018-12-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/and-again,oceanic manta,Mobula,birostris,Mobula birostris,ray,Myanmar,Mergui,Black Rock,site,2018-03-03,5,2018-03-03,2018,3,2018-03-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/and-last-trips-winner-is-the-pineapple-fish,oceanic manta,Mobula,birostris,Mobula birostris,ray,Myanmar,Mergui,Black Rock,site,2018-02-03,2,2018-02-03,2018,2,2018-02-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/and-last-trips-winner-is-the-pineapple-fish,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Shark Cave,site,2018-02-01,4,2018-02-01,2018,2,2018-02-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/and-last-trips-winner-is-the-pineapple-fish,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Mergui Archipelago,region,2018-02-02,1,2018-02-02,2018,2,2018-02-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/another-great-trip-around-burma,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark,Myanmar,Mergui,Mergui Archipelago,region,2020-02-08,5,2020-02-08,2020,2,2020-02-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/another-great-trip-around-burma,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Mergui Archipelago,region,2020-02-10,10,2020-02-10,2020,2,2020-02-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/another-great-trip-around-burma,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark,Myanmar,Mergui,Mergui Archipelago,region,2020-02-11,5,2020-02-11,2020,2,2020-02-01,Large_coastal_sharks,NA
https://www.thesmilingseahorse.com/blog/another-great-trip-in-mergui-archipelago,oceanic manta,Mobula,birostris,Mobula birostris,ray,Myanmar,Mergui,Black Rock,site,2018-04-05,1,2018-04-05,2018,4,2018-04-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/another-great-trip-in-mergui-archipelago,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Black Rock,site,2018-04-05,4,2018-04-05,2018,4,2018-04-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/another-wonderful-cruise-in-mergui-archipelago,oceanic manta,Mobula,birostris,Mobula birostris,ray,Myanmar,Mergui,Black Rock,site,2016-01-25,3,2016-01-25,2016,1,2016-01-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/another-wonderful-cruise-in-mergui-archipelago,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Shark Cave,site,2016-01-27,3,2016-01-27,2016,1,2016-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/back-to-burmas-best-spots,oceanic manta,Mobula,birostris,Mobula birostris,ray,Myanmar,Mergui,Black Rock,site,2018-11-25,2,2018-11-25,2018,11,2018-11-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/back-to-mac-leods-islands,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Burma Banks,Burma Banks,region,2018-01-10,3,2018-01-10,2018,1,2018-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/back-to-north-twin,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Mergui Archipelago,region,2016-11-20,3,2016-11-20,2016,11,2016-11-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/back-to-north-twin,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Mergui Archipelago,region,2016-11-20,5,2016-11-20,2016,11,2016-11-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/back-to-warm-water-and-30m-visibility,jenkins' whipray,Pateobatis,jenkinsii,Pateobatis jenkinsii,ray,Myanmar,Mergui,Mergui Archipelago,region,2016-11-18,4,2016-11-18,2016,11,2016-11-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/beautiful-burma,oceanic manta,Mobula,birostris,Mobula birostris,ray,Myanmar,Mergui,Mergui Archipelago,region,2019-04-22,1,2019-04-22,2019,4,2019-04-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/beautiful-burma,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Myanmar,Mergui,Mergui Archipelago,region,2019-04-22,1,2019-04-22,2019,4,2019-04-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/best-of-both-worlds-part-i,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Thailand,Surin,Surin Islands,region,2015-01-28,1,2015-01-28,2015,1,2015-01-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/best-of-both-worlds-part-ii,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Mergui Archipelago,region,2015-01-28,1,2015-01-28,2015,1,2015-01-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/best-of-both-worlds-part-ii,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Mergui Archipelago,region,2015-01-28,5,2015-01-28,2015,1,2015-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/best-of-both-worlds-part-ii,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Mergui Archipelago,region,2015-01-28,3,2015-01-28,2015,1,2015-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/big-dinner,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Mergui Archipelago,region,2015-12-04,12,2015-12-04,2015,12,2015-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/blackwater-expedition-exploring-the-nocturnal-ocean-wonders,jenkins' whipray,Pateobatis,jenkinsii,Pateobatis jenkinsii,ray,Thailand,Similan,Elephant Head Rock,site,2024-01-25,3,2024-01-25,2024,1,2024-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/blackwater-expedition-exploring-the-nocturnal-ocean-wonders,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Thailand,Similan,Koh Bon,site,2024-01-26,3,2024-01-26,2024,1,2024-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/blackwater-expedition-exploring-the-nocturnal-ocean-wonders,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Thailand,Similan,Koh Bon,site,2024-01-26,1,2024-01-26,2024,1,2024-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/blackwater-expedition-exploring-the-nocturnal-ocean-wonders,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark,Thailand,Similan,Elephant Head Rock,site,2024-01-25,5,2024-01-25,2024,1,2024-01-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/blackwater-expedition-exploring-the-nocturnal-ocean-wonders,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Thailand,Similan,Elephant Head Rock,site,2024-01-25,3,2024-01-25,2024,1,2024-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/blackwater-expedition-exploring-the-nocturnal-ocean-wonders,guitarfish,Rhinobatidae,spp,Rhinobatidae spp,ray,Thailand,Similan,Elephant Head Rock,site,2024-01-25,1,2024-01-25,2024,1,2024-01-01,Wedgefish_guitarfish,family/group-level
https://www.thesmilingseahorse.com/blog/blackwater-expedition-exploring-the-nocturnal-ocean-wonders,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Surin,Richelieu Rock,site,2024-01-27,1,2024-01-27,2024,1,2024-01-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/breaking-news-a-tiger-shark-has-been-sighted-in-similan-islands-in-thailand,tiger shark,Galeocerdo,cuvier,Galeocerdo cuvier,shark,Thailand,Similan,Elephant Head Rock,site,2020-11-18,1,2020-11-18,2020,11,2020-11-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/breaking-news-a-tiger-shark-has-been-sighted-in-similan-islands-in-thailand,tiger shark,Galeocerdo,cuvier,Galeocerdo cuvier,shark,Myanmar,Burma Banks,Burma Banks,region,2019-03-01,1,2019-03-01,2019,3,2019-03-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/breaking-news-a-tiger-shark-has-been-sighted-in-similan-islands-in-thailand,tiger shark,Galeocerdo,cuvier,Galeocerdo cuvier,shark,Myanmar,Burma Banks,Burma Banks,region,2019-11-01,1,2019-11-01,2019,11,2019-11-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/breaking-news-a-tiger-shark-has-been-sighted-in-similan-islands-in-thailand,tiger shark,Galeocerdo,cuvier,Galeocerdo cuvier,shark,Thailand,Surin,Surin Islands,region,2019-12-01,1,2019-12-01,2019,12,2019-12-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/burma-exploration-trip,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Seafan Forest,site,2013-05-29,3,2013-05-29,2013,5,2013-05-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/burma-exploration-trip,bluespotted maskray,Neotrygon,kuhlii,Neotrygon kuhlii,ray,Myanmar,Mergui,Square Rock,site,2013-05-29,5,2013-05-29,2013,5,2013-05-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/burma-exploration-trip,grey reef shark,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,shark,Myanmar,Mergui,Square Rock,site,2013-05-29,3,2013-05-29,2013,5,2013-05-01,Reef_sharks,mobile reef-associated
https://www.thesmilingseahorse.com/blog/burma-wonders,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Shark Cave,site,2012-11-24,3,2012-11-24,2012,11,2012-11-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/burma-wonders,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Shark Cave,site,2012-11-24,1,2012-11-24,2012,11,2012-11-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/burmese-reefs-alive,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Mergui Archipelago,region,2019-01-20,1,2019-01-20,2019,1,2019-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/chinese-new-year-trip-onboard-north-to-south-andaman-from-20th-to-25th-of-january-2023,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Phuket,Koh Bida Nok,site,2023-01-23,1,2023-01-23,2023,1,2023-01-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/christmas-gifts-on-this-north-and-south-andaman-cruise-18-25-dec-2021,shark,Selachii,spp,Selachii spp,shark,Thailand,Similan,Similan Islands,region,2021-12-25,2,2021-12-25,2021,12,2021-12-01,Unresolved_group_level,group-level
https://www.thesmilingseahorse.com/blog/christmas-trip-in-the-north-andaman-19th-to-25th-of-december-2022,bluespotted maskray,Neotrygon,kuhlii,Neotrygon kuhlii,ray,Thailand,Surin,Surin Islands,region,2022-12-12,3,2022-12-12,2022,12,2022-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/christmas-trip-in-the-north-andaman-19th-to-25th-of-december-2022,shark,Carcharhinidae,spp,Carcharhinidae spp,shark,Thailand,Surin,Surin Islands,region,2022-12-12,1,2022-12-12,2022,12,2022-12-01,Unresolved_group_level,family/group-level
https://www.thesmilingseahorse.com/blog/clear-blue-sky-and-dolphins-dream-for-our-second-trip-of-the-season-on-the-andaman-sea,jenkins' whipray,Pateobatis,jenkinsii,Pateobatis jenkinsii,ray,Thailand,Surin,Surin Islands,region,2021-11-02,3,2021-11-02,2021,11,2021-11-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/clear-blue-sky-and-dolphins-dream-for-our-second-trip-of-the-season-on-the-andaman-sea,guitarfish,Rhinobatidae,spp,Rhinobatidae spp,ray,Thailand,Surin,Surin Islands,region,2021-11-02,1,2021-11-02,2021,11,2021-11-01,Wedgefish_guitarfish,family/group-level
https://www.thesmilingseahorse.com/blog/crazy-trip-in-the-mergui-archipelago,mobula ray,Mobula,spp,Mobula spp,ray,Myanmar,Burma Banks,Burma Banks,region,2020-01-31,1,2020-01-31,2020,1,2020-01-01,Mobulids,group-level
https://www.thesmilingseahorse.com/blog/crazy-trip-in-the-mergui-archipelago,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Burma Banks,Burma Banks,region,2020-01-31,3,2020-01-31,2020,1,2020-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/crazy-trip-in-the-mergui-archipelago,mangrove whipray,Urogymnus,granulatus,Urogymnus granulatus,ray,Myanmar,Burma Banks,Burma Banks,region,2020-01-31,1,2020-01-31,2020,1,2020-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/crazy-trip-in-the-mergui-archipelago,bluespotted maskray,Neotrygon,kuhlii,Neotrygon kuhlii,ray,Myanmar,Burma Banks,Burma Banks,region,2020-01-31,10,2020-01-31,2020,1,2020-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/crazy-trip-in-the-mergui-archipelago,ray,Batidae,spp,Batidae spp,ray,Myanmar,Burma Banks,Burma Banks,region,2020-01-31,10,2020-01-31,2020,1,2020-01-01,Resident_or_benthic,group-level
https://www.thesmilingseahorse.com/blog/crazy-trip-in-the-mergui-archipelago,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Burma Banks,Burma Banks,region,2020-01-31,12,2020-01-31,2020,1,2020-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/crazy-trip-in-the-mergui-archipelago,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark,Myanmar,Burma Banks,Burma Banks,region,2020-01-31,5,2020-01-31,2020,1,2020-01-01,Large_coastal_sharks,NA
https://www.thesmilingseahorse.com/blog/crazy-trip-in-the-mergui-archipelago,grey reef shark,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,shark,Myanmar,Burma Banks,Burma Banks,region,2020-01-31,6,2020-01-31,2020,1,2020-01-01,Reef_sharks,mobile reef-associated
https://www.thesmilingseahorse.com/blog/dive-trip-report-andaman-north-and-south-from-the-9th-to-the-16th-february,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Similan,Koh Tachai,site,2024-02-11,3,2024-02-11,2024,2,2024-02-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/dive-trip-report-andaman-north-and-south-from-the-9th-to-the-16th-february,coral catshark,Atelomycterus,marmoratus,Atelomycterus marmoratus,shark,Thailand,Koh Lipe,Koh Lipe,site,2024-02-15,1,2024-02-15,2024,2,2024-02-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/dive-trip-report-andaman-north-and-south-from-the-9th-to-the-16th-february,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Phuket,Koh Bida Nok,site,2024-02-15,5,2024-02-15,2024,2,2024-02-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/diving-4-of-the-best-marine-national-parks-in-thailand-and-wowed-once-more-by-richelieu-rock-trip-report-december-1st-to-8th-2024,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Thailand,Similan,Shark Fin Reef,site,2024-12-05,1,2024-12-05,2024,12,2024-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/diving-4-of-the-best-marine-national-parks-in-thailand-and-wowed-once-more-by-richelieu-rock-trip-report-december-1st-to-8th-2024,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark,Thailand,Similan,Shark Fin Reef,site,2024-12-05,1,2024-12-05,2024,12,2024-12-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/diving-burma-as-usual-pfiuuu,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Mergui Archipelago,region,2015-11-13,3,2015-11-13,2015,11,2015-11-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/diving-burma-as-usual-pfiuuu,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Mergui Archipelago,region,2015-11-13,2,2015-11-13,2015,11,2015-11-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/diving-burma-as-usual-pfiuuu,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Mergui Archipelago,region,2015-11-13,2,2015-11-13,2015,11,2015-11-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/diving-in-burma-gets-better-and-better,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Shark Cave,site,2012-11-18,2,2012-11-18,2012,11,2012-11-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/diving-in-burma-gets-better-and-better,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Shark Cave,site,2012-11-18,2,2012-11-18,2012,11,2012-11-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/diving-in-burma-gets-better-and-better,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Myanmar,Mergui,Shark Cave,site,2012-11-18,3,2012-11-18,2012,11,2012-11-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/diving-in-burma-gets-better-and-better,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark,Myanmar,Mergui,Shark Cave,site,2012-11-18,2,2012-11-18,2012,11,2012-11-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/diving-in-burma-gets-better-and-better,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Shark Cave,site,2012-11-18,1,2012-11-18,2012,11,2012-11-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/diving-mergui-archipelago,oceanic manta,Mobula,birostris,Mobula birostris,ray,Myanmar,Mergui,Mergui Archipelago,region,2012-03-14,1,2012-03-14,2012,3,2012-03-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/diving-myanmar-trip-report-from-12th-to-20th-november-2024,porcupine ray,Urogymnus,asperrimus,Urogymnus asperrimus,ray,Myanmar,Burma Banks,Burma Banks,region,2024-11-15,3,2024-11-15,2024,11,2024-11-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/diving-myanmar-trip-report-from-12th-to-20th-november-2024,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Burma Banks,Burma Banks,region,2024-11-15,12,2024-11-15,2024,11,2024-11-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/diving-myanmar-trip-report-from-12th-to-20th-november-2024,bowmouth guitarfish,Rhina,anclyostoma,Rhina anclyostomus,ray,Myanmar,Burma Banks,Burma Banks,region,2024-11-16,1,2024-11-16,2024,11,2024-11-01,Wedgefish_guitarfish,NA
https://www.thesmilingseahorse.com/blog/diving-the-enchanting-mergui-archipelago-in-myanmar-5th-to-12th-of-march-2024,oceanic manta,Mobula,birostris,Mobula birostris,ray,Myanmar,Mergui,Black Rock,site,2024-03-09,1,2024-03-09,2024,3,2024-03-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/diving-the-enchanting-mergui-archipelago-in-myanmar-5th-to-12th-of-march-2024,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Dragon Island,site,2024-03-06,1,2024-03-06,2024,3,2024-03-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/diving-the-enchanting-mergui-archipelago-in-myanmar-5th-to-12th-of-march-2024,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Burma Banks,Burma Banks,region,2024-03-10,5,2024-03-10,2024,3,2024-03-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/diving-the-enchanting-mergui-archipelago-in-myanmar-5th-to-12th-of-march-2024,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Tower Rock,site,2024-03-06,1,2024-03-06,2024,3,2024-03-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/diving-was-awesome-organization-perfect,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Thailand,Similan,Similan Islands,region,2015-10-22,2,2015-10-22,2015,10,2015-10-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/dream-diving-in-the-mergui-archipelago,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Shark Cave,site,2017-01-20,3,2017-01-20,2017,1,2017-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/dream-diving-in-the-mergui-archipelago,brown banded bamboo shark,Chiloscyllium,punctatum,Chiloscyllium punctatum,shark,Myanmar,Mergui,Shark Cave,site,2017-01-20,3,2017-01-20,2017,1,2017-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/eagle-ray-at-seafan-forest,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Seafan Forest,site,2017-04-16,1,2017-04-16,2017,4,2017-04-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/eagle-ray-at-seafan-forest,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Tower Rock,site,2017-04-16,3,2017-04-16,2017,4,2017-04-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/endless-blue-waters,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,North Twin,site,2017-04-25,2,2017-04-25,2017,4,2017-04-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/endless-blue-waters,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Shark Cave,site,2017-04-25,2,2017-04-25,2017,4,2017-04-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/endless-blue-waters,grey reef shark,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,shark,Myanmar,Mergui,Black Rock,site,2017-04-23,1,2017-04-23,2017,4,2017-04-01,Reef_sharks,mobile reef-associated
https://www.thesmilingseahorse.com/blog/enthousiastic-is-the-word,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Mergui Archipelago,region,2017-02-25,3,2017-02-25,2017,2,2017-02-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/enthousiastic-is-the-word,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark,Myanmar,Mergui,Mergui Archipelago,region,2017-02-25,5,2017-02-25,2017,2,2017-02-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/epic-cruise-to-end-the-season,oceanic manta,Mobula,birostris,Mobula birostris,ray,Myanmar,Mergui,Mergui Archipelago,region,2018-04-28,1,2018-04-28,2018,4,2018-04-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/epic-cruise-to-end-the-season,bluespotted maskray,Neotrygon,kuhlii,Neotrygon kuhlii,ray,Myanmar,Mergui,Mergui Archipelago,region,2018-04-28,5,2018-04-28,2018,4,2018-04-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/epic-cruise-to-end-the-season,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Mergui Archipelago,region,2018-04-28,5,2018-04-28,2018,4,2018-04-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/epic-cruise-to-end-the-season,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Mergui Archipelago,region,2018-04-28,4,2018-04-28,2018,4,2018-04-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/epic-cruise-to-end-the-season,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Myanmar,Mergui,Mergui Archipelago,region,2018-04-28,1,2018-04-28,2018,4,2018-04-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/experiancia-unica,shark,Carcharhinidae,spp,Carcharhinidae spp,shark,Myanmar,Mergui,Mergui Archipelago,region,2014-11-24,5,2014-11-24,2014,11,2014-11-01,Unresolved_group_level,family/group-level
https://www.thesmilingseahorse.com/blog/experiancia-unica,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Myanmar,Mergui,Mergui Archipelago,region,2014-11-24,1,2014-11-24,2014,11,2014-11-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/exploring-the-burma-banks,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Myanmar,Mergui,Black Rock,site,2017-04-04,12,2017-04-04,2017,4,2017-04-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/exploring-the-burma-banks,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Myanmar,Burma Banks,Burma Banks,region,2017-04-04,1,2017-04-04,2017,4,2017-04-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/exploring-the-burma-banks7156581,oceanic manta,Mobula,birostris,Mobula birostris,ray,Myanmar,Mergui,Mergui Archipelago,region,2018-03-31,5,2018-03-31,2018,3,2018-03-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/exploring-the-burma-banks7156581,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Myanmar,Burma Banks,Burma Banks,region,2018-03-31,5,2018-03-31,2018,3,2018-03-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/exploring-the-burma-banks7156581,grey reef shark,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,shark,Myanmar,Burma Banks,Burma Banks,region,2018-03-31,3,2018-03-31,2018,3,2018-03-01,Reef_sharks,mobile reef-associated
